source	gene ID	gene name	orthologs
OrthoMCL	DDB_G0274559	udkB	M.musculus:ENSMUSP00000027839 | M.musculus:ENSMUSP00000050398 | C.elegans:WBGene00008948 | H.sapiens:ENSP00000356853 | H.sapiens:ENSP00000346155 | S.cerevisiae S288c:YNR012W | S.cerevisiae S288c:YHR128W | E.coli K-12:AP_002666 | E.coli K-12:AP_003084 | A.thaliana:NP_175977 | A.thaliana:NP_189355 | A.thaliana:NP_189380 | A.thaliana:NP_198903 | A.thaliana:NP_567747 | A.thaliana:NP_849448 | A.thaliana:NP_974036 | A.thaliana:NP_974037 | A.thaliana:NP_190958 | A.thaliana:NP_850699 | D.melanogaster:FBpp0288805 | D.melanogaster:FBpp0086070
InParanoid	DDB_G0274559	udkB	C.elegans:CE37307 | D.melanogaster:FBpp0288805 | E.coli K-12:NP_416570 | H.sapiens:ENSP00000356853 | M.musculus:ENSMUSP00000027839
JGI/Baylor Sequencing Project	DDB_G0274559	udkB	D.purpureum:DPU_G0051264
OrthoMCL	DDB_G0273553	atg4-2	M.musculus:ENSMUSP00000027502 | M.musculus:ENSMUSP00000030279 | M.musculus:ENSMUSP00000108595 | M.musculus:ENSMUSP00000068450 | C.elegans:WBGene00013595 | C.elegans:WBGene00014080 | H.sapiens:ENSP00000336547 | H.sapiens:ENSP00000322159 | H.sapiens:ENSP00000361306 | H.sapiens:ENSP00000311318 | A.thaliana:NP_191554 | A.thaliana:NP_850412 | A.thaliana:NP_850722 | A.thaliana:NP_973687 | A.thaliana:NP_001118859 | S.cerevisiae S288c:YNL223W | D.melanogaster:FBpp0077618 | D.melanogaster:FBpp0082569
InParanoid	DDB_G0273553	atg4-2	S.cerevisiae S288c:YNL223W
InParanoid	DDB_G0273555	DDB_G0273555	A.thaliana:At4g26310 | E.coli K-12:NP_416676
OrthoMCL	DDB_G0267528	DDB_G0267528	A.thaliana:NP_568689
InParanoid	DDB_G0267528	DDB_G0267528	A.thaliana:At5g48020
JGI/Baylor Sequencing Project	DDB_G0267528	DDB_G0267528	D.purpureum:DPU_G0070536
JGI/Baylor Sequencing Project	DDB_G0270708	DDB_G0270708	D.purpureum:DPU_G0051744
JGI/Baylor Sequencing Project	DDB_G0270710	DDB_G0270710	D.purpureum:DPU_G0060286
OrthoMCL	DDB_G0269950	serC	M.musculus:ENSMUSP00000025542 | C.elegans:WBGene00009177 | H.sapiens:ENSP00000388939 | S.cerevisiae S288c:YOR184W | E.coli K-12:AP_001537 | A.thaliana:NP_179354 | A.thaliana:NP_195288 | D.melanogaster:FBpp0084759
InParanoid	DDB_G0269950	serC	A.thaliana:At4g35630 | C.elegans:CE09710 | D.melanogaster:FBpp0084759 | E.coli K-12:NP_415427 | H.sapiens:ENSP00000365773 | M.musculus:ENSMUSP00000025542 | S.cerevisiae S288c:YOR184W
JGI/Baylor Sequencing Project	DDB_G0269950	serC	D.purpureum:DPU_G0062622
JGI/Baylor Sequencing Project	DDB_G0274575	myoK	D.purpureum:DPU_G0073006
OrthoMCL	DDB_G0273579	DDB_G0273579	M.musculus:ENSMUSP00000050153 | H.sapiens:ENSP00000302783 | A.thaliana:NP_001031168 | A.thaliana:NP_175528 | S.cerevisiae S288c:YML077W | D.melanogaster:FBpp0084936
InParanoid	DDB_G0273579	DDB_G0273579	A.thaliana:At1g51160 | D.melanogaster:FBpp0084936 | H.sapiens:ENSP00000302783 | M.musculus:ENSMUSP00000050153 | S.cerevisiae S288c:YML077W
OrthoMCL	DDB_G0271672	DDB_G0271672	M.musculus:ENSMUSP00000076012 | C.elegans:WBGene00009286 | H.sapiens:ENSP00000348535 | A.thaliana:NP_172022 | A.thaliana:NP_180786 | A.thaliana:NP_973762 | A.thaliana:NP_567590 | A.thaliana:NP_187881 | A.thaliana:NP_201022 | D.melanogaster:FBpp0085471 | D.melanogaster:FBpp0085472 | S.cerevisiae S288c:YGL255W | S.cerevisiae S288c:YLR130C
InParanoid	DDB_G0271672	DDB_G0271672	A.thaliana:At1g60960
JGI/Baylor Sequencing Project	DDB_G0271672	DDB_G0271672	D.purpureum:DPU_G0064502
OrthoMCL	DDB_G0269574	dcd3B	M.musculus:ENSMUSP00000033020 | H.sapiens:ENSP00000278544 | A.thaliana:NP_567660 | S.cerevisiae S288c:YBR183W | S.cerevisiae S288c:YPL087W
InParanoid	DDB_G0269574	dcd3B	C.elegans:CE33333 | D.melanogaster:FBpp0080863
JGI/Baylor Sequencing Project	DDB_G0269574	dcd3B	D.purpureum:DPU_G0066544
InParanoid	DDB_G0271400	dcc1	A.thaliana:At2g44580 | C.elegans:CE34336 | D.melanogaster:FBpp0085589 | H.sapiens:ENSP00000322180 | M.musculus:ENSMUSP00000105860 | S.cerevisiae S288c:YCL016C
JGI/Baylor Sequencing Project	DDB_G0271400	dcc1	D.purpureum:DPU_G0064330
JGI/Baylor Sequencing Project	DDB_G0270884	abnA	D.purpureum:DPU_G0054232
OrthoMCL	DDB_G0269912	redB	M.musculus:ENSMUSP00000005651 | C.elegans:WBGene00001262 | H.sapiens:ENSP00000393527 | S.cerevisiae S288c:YHR042W | E.coli K-12:AP_003331 | A.thaliana:NP_194183 | A.thaliana:NP_194750 | A.thaliana:NP_849472 | D.melanogaster:FBpp0078880
InParanoid	DDB_G0269912	redB	A.thaliana:At4g24520 | C.elegans:CE02018 | D.melanogaster:FBpp0078880 | H.sapiens:ENSP00000265302 | M.musculus:ENSMUSP00000005651 | S.cerevisiae S288c:YHR042W
JGI/Baylor Sequencing Project	DDB_G0269912	redB	D.purpureum:DPU_G0060738
OrthoMCL	DDB_G0273563	dpp3-2	M.musculus:ENSMUSP00000025851 | C.elegans:WBGene00008532 | H.sapiens:ENSP00000389943 | S.cerevisiae S288c:YOL057W | D.melanogaster:FBpp0081331
InParanoid	DDB_G0273563	dpp3-2	C.elegans:CE41217 | D.melanogaster:FBpp0081331 | H.sapiens:ENSP00000353701 | M.musculus:ENSMUSP00000025851 | S.cerevisiae S288c:YOL057W
OrthoMCL	DDB_G0268990	DDB_G0268990	M.musculus:ENSMUSP00000036491 | C.elegans:WBGene00022054 | H.sapiens:ENSP00000323047 | A.thaliana:NP_850353 | S.cerevisiae S288c:YMR097C | D.melanogaster:FBpp0083715
InParanoid	DDB_G0268990	DDB_G0268990	A.thaliana:At2g41670 | C.elegans:CE42201 | D.melanogaster:FBpp0083715 | H.sapiens:ENSP00000323047 | M.musculus:ENSMUSP00000036491 | S.cerevisiae S288c:YMR097C
JGI/Baylor Sequencing Project	DDB_G0268990	DDB_G0268990	D.purpureum:DPU_G0063420
JGI/Baylor Sequencing Project	DDB_G0268822	DDB_G0268822	D.purpureum:DPU_G0053752
InParanoid	DDB_G0268850	DDB_G0268850	H.sapiens:ENSP00000371729 | M.musculus:ENSMUSP00000113377
JGI/Baylor Sequencing Project	DDB_G0269374	DDB_G0269374	D.purpureum:DPU_G0072530
OrthoMCL	DDB_G0269382	pepD	M.musculus:ENSMUSP00000038331 | M.musculus:ENSMUSP00000075683 | C.elegans:WBGene00020088 | C.elegans:WBGene00019673 | H.sapiens:ENSP00000349658 | H.sapiens:ENSP00000244137 | S.cerevisiae S288c:YER078C | S.cerevisiae S288c:YFR006W | E.coli K-12:AP_003467 | E.coli K-12:AP_002985 | A.thaliana:NP_001117254 | A.thaliana:NP_172401 | A.thaliana:NP_194678 | D.melanogaster:FBpp0070025 | D.melanogaster:FBpp0082069
InParanoid	DDB_G0269382	pepD	A.thaliana:At4g29490 | C.elegans:CE26819 | D.melanogaster:FBpp0082069 | H.sapiens:ENSP00000244137 | M.musculus:ENSMUSP00000075683 | S.cerevisiae S288c:YFR006W
JGI/Baylor Sequencing Project	DDB_G0269382	pepD	D.purpureum:DPU_G0072464
JGI/Baylor Sequencing Project	DDB_G0270752	DDB_G0270752	D.purpureum:DPU_G0060802
OrthoMCL	DDB_G0274113	rpl8	M.musculus:ENSMUSP00000002844 | M.musculus:ENSMUSP00000004072 | C.elegans:WBGene00018932 | C.elegans:WBGene00004413 | H.sapiens:ENSP00000373404 | H.sapiens:ENSP00000378378 | S.cerevisiae S288c:YFR031C-A | S.cerevisiae S288c:YIL018W | S.cerevisiae S288c:YEL050C | E.coli K-12:AP_004473 | A.thaliana:NP_179393 | A.thaliana:NP_195336 | A.thaliana:NP_566007 | A.thaliana:NP_973685 | A.thaliana:NP_190687 | D.melanogaster:FBpp0075941 | D.melanogaster:FBpp0072801
InParanoid	DDB_G0274113	rpl8	A.thaliana:At2g18020 | C.elegans:CE18478 | D.melanogaster:FBpp0072801 | H.sapiens:ENSP00000262584 | M.musculus:ENSMUSP00000004072 | S.cerevisiae S288c:YFR031C-A | S.cerevisiae S288c:YIL018W
JGI/Baylor Sequencing Project	DDB_G0274113	rpl8	D.purpureum:DPU_G0073042
OrthoMCL	DDB_G0269392	DDB_G0269392	E.coli K-12:AP_003066 | A.thaliana:NP_189235 | S.cerevisiae S288c:YIL010W
JGI/Baylor Sequencing Project	DDB_G0268892	DDB_G0268892	D.purpureum:DPU_G0070232
OrthoMCL	DDB_G0267572	DDB_G0267572	M.musculus:ENSMUSP00000043981 | C.elegans:WBGene00012692 | H.sapiens:ENSP00000246802 | A.thaliana:NP_001078030 | A.thaliana:NP_565931 | S.cerevisiae S288c:YPL146C | D.melanogaster:FBpp0071193
InParanoid	DDB_G0267572	DDB_G0267572	C.elegans:CE21690 | D.melanogaster:FBpp0071193 | H.sapiens:ENSP00000246802
JGI/Baylor Sequencing Project	DDB_G0267572	DDB_G0267572	D.purpureum:DPU_G0062104
OrthoMCL	DDB_G0268992	anapc10	M.musculus:ENSMUSP00000048244 | C.elegans:WBGene00044345 | H.sapiens:ENSP00000403891 | A.thaliana:NP_565433 | S.cerevisiae S288c:YGL240W | D.melanogaster:FBpp0086107
InParanoid	DDB_G0268992	anapc10	A.thaliana:At2g18290 | C.elegans:CE38647 | D.melanogaster:FBpp0086107 | H.sapiens:ENSP00000310071 | M.musculus:ENSMUSP00000048244 | S.cerevisiae S288c:YGL240W
JGI/Baylor Sequencing Project	DDB_G0268992	anapc10	D.purpureum:DPU_G0063422
OrthoMCL	DDB_G0268994	manC	M.musculus:ENSMUSP00000083928 | M.musculus:ENSMUSP00000095949 | C.elegans:WBGene00010284 | A.thaliana:NP_196999 | H.sapiens:ENSP00000261483 | H.sapiens:ENSP00000353655 | D.melanogaster:FBpp0082633 | D.melanogaster:FBpp0081509
JGI/Baylor Sequencing Project	DDB_G0268994	manC	D.purpureum:DPU_G0055394
OrthoMCL	DDB_G0269576	DDB_G0269576	A.thaliana:NP_193814 | A.thaliana:NP_199254 | A.thaliana:NP_199257
InParanoid	DDB_G0269576	DDB_G0269576	M.musculus:ENSMUSP00000060912
JGI/Baylor Sequencing Project	DDB_G0269576	DDB_G0269576	D.purpureum:DPU_G0066534
InParanoid	DDB_G0271914	DDB_G0271914	C.elegans:CE01371 | C.elegans:CE19190
JGI/Baylor Sequencing Project	DDB_G0269716	DDB_G0269716	D.purpureum:DPU_G0062658
JGI/Baylor Sequencing Project	DDB_G0267746	DDB_G0267746	D.purpureum:DPU_G0058864
OrthoMCL	DDB_G0270754	vps16	M.musculus:ENSMUSP00000105903 | C.elegans:WBGene00006516 | H.sapiens:ENSP00000369810 | A.thaliana:NP_001078020 | A.thaliana:NP_565879 | S.cerevisiae S288c:YPL045W | D.melanogaster:FBpp0081459
InParanoid	DDB_G0270754	vps16	A.thaliana:At2g38020 | C.elegans:CE24785 | D.melanogaster:FBpp0081459 | H.sapiens:ENSP00000369810 | M.musculus:ENSMUSP00000105903 | S.cerevisiae S288c:YPL045W
JGI/Baylor Sequencing Project	DDB_G0270754	vps16	D.purpureum:DPU_G0075638
OrthoMCL	DDB_G0268410	drnB	M.musculus:ENSMUSP00000087762 | C.elegans:WBGene00009163 | H.sapiens:ENSP00000339845 | S.cerevisiae S288c:YMR239C | E.coli K-12:AP_003153 | A.thaliana:NP_680697 | D.melanogaster:FBpp0087926
InParanoid	DDB_G0268410	drnB	D.melanogaster:FBpp0087926 | H.sapiens:ENSP00000339845 | M.musculus:ENSMUSP00000087762
JGI/Baylor Sequencing Project	DDB_G0268410	drnB	D.purpureum:DPU_G0055586
InParanoid	DDB_G0267956	abiA	D.melanogaster:FBpp0082371 | H.sapiens:ENSP00000225941 | M.musculus:ENSMUSP00000084679
JGI/Baylor Sequencing Project	DDB_G0267956	abiA	D.purpureum:DPU_G0053536
JGI/Baylor Sequencing Project	DDB_G0268550	DDB_G0268550	D.purpureum:DPU_G0051704
JGI/Baylor Sequencing Project	DDB_G0269022	DDB_G0269022	D.purpureum:DPU_G0072452
OrthoMCL	DDB_G0269026	abcG23	E.coli K-12:AP_004306 | D.melanogaster:FBpp0084677 | D.melanogaster:FBpp0099384
OrthoMCL	DDB_G0269594	DDB_G0269594	S.cerevisiae S288c:YJL108C
JGI/Baylor Sequencing Project	DDB_G0269594	DDB_G0269594	D.purpureum:DPU_G0062964
JGI/Baylor Sequencing Project	DDB_G0268576	DDB_G0268576	D.purpureum:DPU_G0066246
OrthoMCL	DDB_G0269142	hmgA	M.musculus:ENSMUSP00000022176 | C.elegans:WBGene00017268 | H.sapiens:ENSP00000287936 | A.thaliana:NP_177775 | A.thaliana:NP_179329 | S.cerevisiae S288c:YML075C | S.cerevisiae S288c:YLR450W | D.melanogaster:FBpp0083842
InParanoid	DDB_G0269142	hmgA	A.thaliana:At1g76490 | H.sapiens:ENSP00000287936 | M.musculus:ENSMUSP00000022176
JGI/Baylor Sequencing Project	DDB_G0269142	hmgA	D.purpureum:DPU_G0060498
OrthoMCL	DDB_G0269144	hspB	M.musculus:ENSMUSP00000007248 | M.musculus:ENSMUSP00000015800 | M.musculus:ENSMUSP00000028222 | M.musculus:ENSMUSP00000073748 | M.musculus:ENSMUSP00000079306 | M.musculus:ENSMUSP00000084586 | M.musculus:ENSMUSP00000084589 | C.elegans:WBGene00002005 | C.elegans:WBGene00002007 | C.elegans:WBGene00002008 | C.elegans:WBGene00002026 | C.elegans:WBGene00009691 | C.elegans:WBGene00009692 | H.sapiens:ENSP00000227378 | H.sapiens:ENSP00000310219 | H.sapiens:ENSP00000324173 | H.sapiens:ENSP00000364801 | H.sapiens:ENSP00000364802 | H.sapiens:ENSP00000364805 | H.sapiens:ENSP00000372881 | H.sapiens:ENSP00000375391 | H.sapiens:ENSP00000375399 | H.sapiens:ENSP00000378199 | H.sapiens:ENSP00000382915 | H.sapiens:ENSP00000393087 | H.sapiens:ENSP00000396486 | H.sapiens:ENSP00000403530 | H.sapiens:ENSP00000404524 | H.sapiens:ENSP00000406359 | H.sapiens:ENSP00000408347 | H.sapiens:ENSP00000408907 | H.sapiens:ENSP00000409151 | A.thaliana:NP_001119156 | A.thaliana:NP_172382 | A.thaliana:NP_173055 | A.thaliana:NP_176036 | A.thaliana:NP_187555 | A.thaliana:NP_187864 | A.thaliana:NP_195869 | A.thaliana:NP_195870 | A.thaliana:NP_198206 | A.thaliana:NP_199017 | A.thaliana:NP_851119 | S.cerevisiae S288c:YAL005C | S.cerevisiae S288c:YBL075C | S.cerevisiae S288c:YDL229W | S.cerevisiae S288c:YER103W | S.cerevisiae S288c:YJL034W | S.cerevisiae S288c:YLL024C | S.cerevisiae S288c:YNL209W | D.melanogaster:FBpp0073445 | D.melanogaster:FBpp0075504 | D.melanogaster:FBpp0081956 | D.melanogaster:FBpp0081986 | D.melanogaster:FBpp0082105 | D.melanogaster:FBpp0082106 | D.melanogaster:FBpp0082107 | D.melanogaster:FBpp0082147 | D.melanogaster:FBpp0082175 | D.melanogaster:FBpp0082516 | D.melanogaster:FBpp0083974
InParanoid	DDB_G0269144	hspB	A.thaliana:At3g12580 | C.elegans:CE09682 | D.melanogaster:FBpp0082514 | H.sapiens:ENSP00000227378 | M.musculus:ENSMUSP00000015800 | S.cerevisiae S288c:YAL005C
JGI/Baylor Sequencing Project	DDB_G0269144	hspB	D.purpureum:DPU_G0061796
JGI/Baylor Sequencing Project	DDB_G0272042	DDB_G0272042	D.purpureum:DPU_G0066064
OrthoMCL	DDB_G0271050	magA	E.coli K-12:AP_004245 | A.thaliana:NP_001032091 | A.thaliana:NP_200605 | A.thaliana:NP_173049 | A.thaliana:NP_178200 | A.thaliana:NP_199281 | A.thaliana:NP_565100 | A.thaliana:NP_566433 | A.thaliana:NP_973818
InParanoid	DDB_G0271050	magA	A.thaliana:At1g75090 | E.coli K-12:NP_418005
JGI/Baylor Sequencing Project	DDB_G0271050	magA	D.purpureum:DPU_G0054204
OrthoMCL	DDB_G0269610	gxcT	M.musculus:ENSMUSP00000076653 | H.sapiens:ENSP00000396538 | D.melanogaster:FBpp0111893
JGI/Baylor Sequencing Project	DDB_G0269610	gxcT	D.purpureum:DPU_G0069476
InParanoid	DDB_G0267786	DDB_G0267786	H.sapiens:ENSP00000356481 | M.musculus:ENSMUSP00000028135
JGI/Baylor Sequencing Project	DDB_G0267786	DDB_G0267786	D.purpureum:DPU_G0065078
OrthoMCL	DDB_G0270030	DDB_G0270030	E.coli K-12:AP_003990 | A.thaliana:NP_190926
JGI/Baylor Sequencing Project	DDB_G0267788	DDB_G0267788	D.purpureum:DPU_G0065426
OrthoMCL	DDB_G0270200	DDB_G0270200	M.musculus:ENSMUSP00000031414 | C.elegans:WBGene00017144 | H.sapiens:ENSP00000330813 | A.thaliana:NP_001031419 | A.thaliana:NP_180170 | A.thaliana:NP_181746 | S.cerevisiae S288c:YHL010C | D.melanogaster:FBpp0083160
InParanoid	DDB_G0270200	DDB_G0270200	A.thaliana:At2g26000 | C.elegans:CE28903 | D.melanogaster:FBpp0083160 | H.sapiens:ENSP00000330813 | M.musculus:ENSMUSP00000031414 | S.cerevisiae S288c:YHL010C
JGI/Baylor Sequencing Project	DDB_G0270200	DDB_G0270200	D.purpureum:DPU_G0060808
JGI/Baylor Sequencing Project	DDB_G0269920	DDB_G0269920	D.purpureum:DPU_G0052944
OrthoMCL	DDB_G0271562	orcD	M.musculus:ENSMUSP00000028098 | H.sapiens:ENSP00000264169 | A.thaliana:NP_178222 | S.cerevisiae S288c:YPR162C | D.melanogaster:FBpp0072330
InParanoid	DDB_G0271562	orcD	D.melanogaster:FBpp0072330 | H.sapiens:ENSP00000264169 | M.musculus:ENSMUSP00000028098 | S.cerevisiae S288c:YPR162C
JGI/Baylor Sequencing Project	DDB_G0271562	orcD	D.purpureum:DPU_G0065052
OrthoMCL	DDB_G0269052	DDB_G0269052	M.musculus:ENSMUSP00000048426 | C.elegans:WBGene00009726 | H.sapiens:ENSP00000361731 | A.thaliana:NP_193109 | A.thaliana:NP_974542 | A.thaliana:NP_171975 | D.melanogaster:FBpp0076372
InParanoid	DDB_G0269052	DDB_G0269052	A.thaliana:At4g13730 | C.elegans:CE34021 | D.melanogaster:FBpp0076372 | H.sapiens:ENSP00000361731 | M.musculus:ENSMUSP00000048426
JGI/Baylor Sequencing Project	DDB_G0269052	DDB_G0269052	D.purpureum:DPU_G0066280
OrthoMCL	DDB_G0269060	DDB_G0269060	E.coli K-12:AP_004539
JGI/Baylor Sequencing Project	DDB_G0269060	DDB_G0269060	D.purpureum:DPU_G0066350
InParanoid	DDB_G0270238	DDB_G0270238	H.sapiens:ENSP00000377904 | M.musculus:ENSMUSP00000059000
JGI/Baylor Sequencing Project	DDB_G0270238	DDB_G0270238	D.purpureum:DPU_G0054206
JGI/Baylor Sequencing Project	DDB_G0270762	fimD	D.purpureum:DPU_G0072112
OrthoMCL	DDB_G0272082	DDB_G0272082	M.musculus:ENSMUSP00000049465 | M.musculus:ENSMUSP00000002502 | C.elegans:WBGene00010061 | C.elegans:WBGene00020742 | H.sapiens:ENSP00000358478 | H.sapiens:ENSP00000308944 | A.thaliana:NP_197667 | A.thaliana:NP_199166 | A.thaliana:NP_196132 | A.thaliana:NP_171767 | S.cerevisiae S288c:YLR032W | D.melanogaster:FBpp0081255 | D.melanogaster:FBpp0081259
InParanoid	DDB_G0272082	DDB_G0272082	A.thaliana:At5g43530 | D.melanogaster:FBpp0081255 | H.sapiens:ENSP00000376644 | M.musculus:ENSMUSP00000049465 | S.cerevisiae S288c:YLR032W
JGI/Baylor Sequencing Project	DDB_G0272082	DDB_G0272082	D.purpureum:DPU_G0075116
JGI/Baylor Sequencing Project	DDB_G0270520	DDB_G0270520	D.purpureum:DPU_G0063358
JGI/Baylor Sequencing Project	DDB_G0272130	DDB_G0272130	D.purpureum:DPU_G0053920
OrthoMCL	DDB_G0270406	eIF4e3	M.musculus:ENSMUSP00000032151 | H.sapiens:ENSP00000393324 | D.melanogaster:FBpp0084713
JGI/Baylor Sequencing Project	DDB_G0270406	eIF4e3	D.purpureum:DPU_G0054904
OrthoMCL	DDB_G0271342	dgat1	M.musculus:ENSMUSP00000023214 | C.elegans:WBGene00010408 | H.sapiens:ENSP00000332258 | A.thaliana:NP_179535 | S.cerevisiae S288c:YNR019W | D.melanogaster:FBpp0089387
InParanoid	DDB_G0271342	dgat1	A.thaliana:At2g19450 | C.elegans:CE16185 | D.melanogaster:FBpp0089387 | H.sapiens:ENSP00000332258 | H.sapiens:ENSP00000383592 | M.musculus:ENSMUSP00000023214 | S.cerevisiae S288c:YCR048W
JGI/Baylor Sequencing Project	DDB_G0271342	dgat1	D.purpureum:DPU_G0057822
OrthoMCL	DDB_G0272110	gskA	M.musculus:ENSMUSP00000110398 | M.musculus:ENSMUSP00000071654 | C.elegans:WBGene00001746 | H.sapiens:ENSP00000324806 | H.sapiens:ENSP00000222330 | A.thaliana:NP_001031013 | A.thaliana:NP_001077498 | A.thaliana:NP_001077499 | A.thaliana:NP_001117510 | A.thaliana:NP_172127 | A.thaliana:NP_172455 | A.thaliana:NP_176096 | A.thaliana:NP_180655 | A.thaliana:NP_187235 | A.thaliana:NP_191675 | A.thaliana:NP_191981 | A.thaliana:NP_193606 | A.thaliana:NP_196968 | A.thaliana:NP_568486 | A.thaliana:NP_849627 | A.thaliana:NP_850520 | A.thaliana:NP_973771 | A.thaliana:NP_973801 | A.thaliana:NP_974471 | S.cerevisiae S288c:YMR139W | S.cerevisiae S288c:YDL079C | D.melanogaster:FBpp0070454 | D.melanogaster:FBpp0085145
InParanoid	DDB_G0272110	gskA	A.thaliana:At1g09840 | C.elegans:CE21401 | D.melanogaster:FBpp0085145 | H.sapiens:ENSP00000222330 | M.musculus:ENSMUSP00000071654 | S.cerevisiae S288c:YMR139W
OrthoMCL	DDB_G0272114	orfR1062	M.musculus:ENSMUSP00000027800 | M.musculus:ENSMUSP00000038573 | M.musculus:ENSMUSP00000105816 | H.sapiens:ENSP00000327154 | H.sapiens:ENSP00000355800 | H.sapiens:ENSP00000298351 | A.thaliana:NP_001078425 | A.thaliana:NP_001119027 | A.thaliana:NP_001119028 | A.thaliana:NP_001119029 | A.thaliana:NP_001154237 | A.thaliana:NP_174489 | A.thaliana:NP_176422 | A.thaliana:NP_188799 | A.thaliana:NP_192199 | A.thaliana:NP_192343 | A.thaliana:NP_193278 | A.thaliana:NP_193943 | A.thaliana:NP_849296 | A.thaliana:NP_849297 | A.thaliana:NP_172660 | A.thaliana:NP_564354 | S.cerevisiae S288c:YMR266W | S.cerevisiae S288c:YLR241W | S.cerevisiae S288c:YOL084W | D.melanogaster:FBpp0087859
InParanoid	DDB_G0272114	orfR1062	A.thaliana:At3g21620 | M.musculus:ENSMUSP00000038573 | M.musculus:ENSMUSP00000027800 | S.cerevisiae S288c:YMR266W
JGI/Baylor Sequencing Project	DDB_G0272114	orfR1062	D.purpureum:DPU_G0058196
OrthoMCL	DDB_G0271088	DDB_G0271088	A.thaliana:NP_191716 | A.thaliana:NP_850447
JGI/Baylor Sequencing Project	DDB_G0271088	DDB_G0271088	D.purpureum:DPU_G0057422
OrthoMCL	DDB_G0271106	sod2	M.musculus:ENSMUSP00000007012 | C.elegans:WBGene00004931 | C.elegans:WBGene00004932 | H.sapiens:ENSP00000356022 | S.cerevisiae S288c:YHR008C | E.coli K-12:AP_003900 | E.coli K-12:AP_002278 | A.thaliana:NP_001030670 | A.thaliana:NP_187703 | A.thaliana:NP_001031710 | A.thaliana:NP_194240 | A.thaliana:NP_849440 | A.thaliana:NP_849441 | A.thaliana:NP_191194 | A.thaliana:NP_197722 | A.thaliana:NP_199923 | D.melanogaster:FBpp0086226
InParanoid	DDB_G0271106	sod2	A.thaliana:At3g10920 | C.elegans:CE09323 | D.melanogaster:FBpp0086226 | E.coli K-12:NP_418344 | H.sapiens:ENSP00000356022 | M.musculus:ENSMUSP00000007012 | S.cerevisiae S288c:YHR008C
JGI/Baylor Sequencing Project	DDB_G0271106	sod2	D.purpureum:DPU_G0069952
OrthoMCL	DDB_G0271948	DDB_G0271948	M.musculus:ENSMUSP00000111222 | H.sapiens:ENSP00000408249 | D.melanogaster:FBpp0079312
InParanoid	DDB_G0271948	DDB_G0271948	S.cerevisiae S288c:YOR023C
JGI/Baylor Sequencing Project	DDB_G0271990	DDB_G0271990	D.purpureum:DPU_G0058180
OrthoMCL	DDB_G0271728	DDB_G0271728	M.musculus:ENSMUSP00000048534 | C.elegans:WBGene00018132 | H.sapiens:ENSP00000419270 | A.thaliana:NP_565371 | D.melanogaster:FBpp0086385
JGI/Baylor Sequencing Project	DDB_G0271728	DDB_G0271728	D.purpureum:DPU_G0052572
OrthoMCL	DDB_G0271732	DDB_G0271732	M.musculus:ENSMUSP00000025751 | H.sapiens:ENSP00000255078 | A.thaliana:NP_565299 | A.thaliana:NP_198446 | S.cerevisiae S288c:YKL017C
InParanoid	DDB_G0271732	DDB_G0271732	A.thaliana:At2g03270 | H.sapiens:ENSP00000255078 | M.musculus:ENSMUSP00000025751 | S.cerevisiae S288c:YKL017C
JGI/Baylor Sequencing Project	DDB_G0271732	DDB_G0271732	D.purpureum:DPU_G0056102
OrthoMCL	DDB_G0273737	cak1-2	M.musculus:ENSMUSP00000110901 | M.musculus:ENSMUSP00000094305 | M.musculus:ENSMUSP00000113341 | C.elegans:WBGene00002202 | C.elegans:WBGene00002203 | H.sapiens:ENSP00000261798 | H.sapiens:ENSP00000324464 | H.sapiens:ENSP00000352929 | A.thaliana:NP_171939 | A.thaliana:NP_188976 | A.thaliana:NP_193170 | A.thaliana:NP_199146 | A.thaliana:NP_177415 | A.thaliana:NP_194340 | A.thaliana:NP_680447 | A.thaliana:NP_179537 | A.thaliana:NP_199223 | A.thaliana:NP_563695 | A.thaliana:NP_567812 | S.cerevisiae S288c:YPL204W | D.melanogaster:FBpp0073513 | D.melanogaster:FBpp0085104
InParanoid	DDB_G0273737	cak1-2	A.thaliana:At4g26100 | C.elegans:CE38358 | D.melanogaster:FBpp0085104 | H.sapiens:ENSP00000380044 | M.musculus:ENSMUSP00000113341 | S.cerevisiae S288c:YPL204W
OrthoMCL	DDB_G0273741	rexo2-2	M.musculus:ENSMUSP00000034524 | C.elegans:WBGene00007429 | H.sapiens:ENSP00000265881 | S.cerevisiae S288c:YLR059C | E.coli K-12:AP_004665 | A.thaliana:NP_001031426 | A.thaliana:NP_850090 | D.melanogaster:FBpp0083854
InParanoid	DDB_G0273741	rexo2-2	A.thaliana:At2g26970 | C.elegans:CE05245 | D.melanogaster:FBpp0083854 | E.coli K-12:NP_418586 | H.sapiens:ENSP00000265881 | M.musculus:ENSMUSP00000034524 | S.cerevisiae S288c:YLR059C
OrthoMCL	DDB_G0273771	DDB_G0273771	M.musculus:ENSMUSP00000030942 | E.coli K-12:AP_002336 | H.sapiens:ENSP00000341082 | A.thaliana:NP_173118 | D.melanogaster:FBpp0075631
InParanoid	DDB_G0273771	DDB_G0273771	A.thaliana:At1g16740 | D.melanogaster:FBpp0075631 | E.coli K-12:NP_416231 | H.sapiens:ENSP00000383621 | H.sapiens:ENSP00000341082 | M.musculus:ENSMUSP00000030942
