Ensembl Protein ID	HGNC ID(s)	UniProt/SwissProt Accession	UniProt/SwissProt ID
ENSP00000353092	18688	Q5IJ48	CRUM2_HUMAN
ENSP00000362734	18688	Q5IJ48	CRUM2_HUMAN
ENSP00000435279	18688	Q5IJ48	CRUM2_HUMAN
ENSP00000362732	18688	Q5IJ48	CRUM2_HUMAN
ENSP00000399637	26660	A6NC78	GOG8I_HUMAN
ENSP00000379182	9828	P78406	RAE1L_HUMAN
ENSP00000360286	9828	P78406	RAE1L_HUMAN
ENSP00000432609	9828		
ENSP00000432698	9828		
ENSP00000392097	9828		
ENSP00000393264	9828		
ENSP00000456180	29193	Q9UPP2	IQEC3_HUMAN
ENSP00000379181	9828	P78406	RAE1L_HUMAN
ENSP00000456630	29193	Q9UPP2	IQEC3_HUMAN
ENSP00000402924	9828		
ENSP00000369810	14584	Q9H269	VPS16_HUMAN
ENSP00000369836	14584	Q9H269	VPS16_HUMAN
ENSP00000217455	15919	O14734	ACOT8_HUMAN
ENSP00000417031	14584		
ENSP00000435581	15919		
ENSP00000409840	14584		
ENSP00000435115	15919		
ENSP00000419403	15919		
ENSP00000369808	14584		
ENSP00000434216	15919		
ENSP00000433923	15919		
ENSP00000431175	15919		
ENSP00000403862	15919		
ENSP00000416217	15919		
ENSP00000267842	10996	O14975	S27A2_HUMAN
ENSP00000370289	10996	O14975	S27A2_HUMAN
ENSP00000382982	12408	Q13748	TBA3C_HUMAN
ENSP00000444549	10996		
ENSP00000372449		Q9H521	YM006_HUMAN
ENSP00000355205	26956	Q9ULG1	INO80_HUMAN
ENSP00000453677	26956		
ENSP00000452806	26956		
ENSP00000454057	26956		
ENSP00000384686	26956	Q9ULG1	INO80_HUMAN
ENSP00000443339	37157	P0CJ70	HMN3_HUMAN
ENSP00000284981	620	P05067	A4_HUMAN
ENSP00000346129	620	P05067	A4_HUMAN
ENSP00000345463	620	P05067	A4_HUMAN
ENSP00000418587	19191		
ENSP00000350578	620	P05067	A4_HUMAN
ENSP00000387483	620	P05067	A4_HUMAN
ENSP00000348538	15818	Q9H0Z9	RBM38_HUMAN
ENSP00000436628	19191		
ENSP00000398879	620		
ENSP00000407848	15818	Q9H0Z9	RBM38_HUMAN
ENSP00000397795	620		
ENSP00000396923	620		
ENSP00000343718	15818		
ENSP00000406539	620		
ENSP00000345248	15818		
ENSP00000360263	15818		
ENSP00000351796	620	P05067	A4_HUMAN
ENSP00000352760	620	P05067	A4_HUMAN
ENSP00000388538	620		
ENSP00000299340	16274	Q96J86	CYYR1_HUMAN
ENSP00000382918	16274		
ENSP00000401313	16274		
ENSP00000269218	31042	Q9C091	GRB1L_HUMAN
ENSP00000362727	29324	Q8TEH3	DEN1A_HUMAN
ENSP00000464162	31042	Q9C091	GRB1L_HUMAN
ENSP00000362722	29324	Q8TEH3	DEN1A_HUMAN
ENSP00000463926	31042		
ENSP00000463976	31042		
ENSP00000362720	29324	Q8TEH3	DEN1A_HUMAN
ENSP00000267845	4855	P19113	DCHS_HUMAN
ENSP00000462152	31042		
ENSP00000440252	4855		
ENSP00000412060	31042	Q9C091	GRB1L_HUMAN
ENSP00000377766	29324	Q8TEH3	DEN1A_HUMAN
ENSP00000408464	19191	Q8NF50	DOCK8_HUMAN
ENSP00000383331	31042		
ENSP00000393125	31042	Q9C091	GRB1L_HUMAN
ENSP00000437457	29324	Q8TEH3	DEN1A_HUMAN
ENSP00000417082	19191		
ENSP00000377763	29324	Q8TEH3	DEN1A_HUMAN
ENSP00000453688	12626		
ENSP00000418318	19191		
ENSP00000439781	31700	A1YPR0	ZBT7C_HUMAN
ENSP00000453183	4855		
ENSP00000468782	31700	A1YPR0	ZBT7C_HUMAN
ENSP00000372438	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000468254	31700	A1YPR0	ZBT7C_HUMAN
ENSP00000432402	17299		
ENSP00000453194	12626		
ENSP00000375098	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000382974	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000467877	31700	A1YPR0	ZBT7C_HUMAN
ENSP00000467323	31700		
ENSP00000383089	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000255310	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000372437	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000372435	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000417691	19191		
ENSP00000442218	17299	Q6XPS3	TPTE2_HUMAN
ENSP00000464724	31700		
ENSP00000468659	31700		
ENSP00000419438	19191	Q8NF50	DOCK8_HUMAN
ENSP00000466006	31700		
ENSP00000467147	31700		
ENSP00000468087	31700		
ENSP00000453448	6594		
ENSP00000468019	31700		
ENSP00000465265	31700		
ENSP00000371768	19191		
ENSP00000468306	31700		
ENSP00000465760	31700		
ENSP00000371766	19191		
ENSP00000284984	217	Q9UHI8	ATS1_HUMAN
ENSP00000468502	31700		
ENSP00000468537	31700		
ENSP00000362717	6594	P50458	LHX2_HUMAN
ENSP00000465835	31700		
ENSP00000369681	12626	Q9Y6I4	UBP3_HUMAN
ENSP00000394978	6594		
ENSP00000453436			
ENSP00000466944	31700		
ENSP00000394888	19191	Q8NF50	DOCK8_HUMAN
ENSP00000466088	31700		
ENSP00000429557	217		
ENSP00000476200	6594		
ENSP00000467758	31700		
ENSP00000403404	217		
ENSP00000465160	31700		
ENSP00000431065	217		
ENSP00000454043	12626		
ENSP00000468814	31700		
ENSP00000467456	31700		
ENSP00000465832	31700		
ENSP00000468752	31700		
ENSP00000465494	31700		
ENSP00000467338	31700		
ENSP00000468152	31700		
ENSP00000452929	12626		
ENSP00000328732	31700	A1YPR0	ZBT7C_HUMAN
ENSP00000453767	12626		
ENSP00000453228	12626		
ENSP00000453093	12626		
ENSP00000454197	12626		
ENSP00000453619	12626		
ENSP00000452947	12626		
ENSP00000445793	12626		
ENSP00000284987	221	Q9UNA0	ATS5_HUMAN
ENSP00000453138	12626		
ENSP00000453489	12626		
ENSP00000445828	12626	Q9Y6I4	UBP3_HUMAN
ENSP00000455298	44409		
ENSP00000350162	11490	Q9BX26	SYCP2_HUMAN
ENSP00000445615	12626		
ENSP00000404358	11490		
ENSP00000268049	12626		
ENSP00000321029	28507	Q8NHP7	EXD1_HUMAN
ENSP00000402456	11490		
ENSP00000445642	12626		
ENSP00000355388	29810	Q99549	MPP8_HUMAN
ENSP00000415056	28507		
ENSP00000452678	28507		
ENSP00000405941	29810		
ENSP00000414663	29810	Q99549	MPP8_HUMAN
ENSP00000399300	11490		
ENSP00000360040	11490	Q9BX26	SYCP2_HUMAN
ENSP00000303584	16021	Q9Y5N5	HEMK2_HUMAN
ENSP00000286764	16021	Q9Y5N5	HEMK2_HUMAN
ENSP00000436490	16021	Q9Y5N5	HEMK2_HUMAN
ENSP00000453740	6825		
ENSP00000452691	6825		
ENSP00000453078	6825		
ENSP00000413977	13918	P48634	PRC2A_HUMAN
ENSP00000415363	13918	P48634	PRC2A_HUMAN
ENSP00000471539			
ENSP00000456523	26695		
ENSP00000454407	26695		
ENSP00000307928	26695	Q8N9W4	GG6L2_HUMAN
ENSP00000436038	20320	Q8WXF1	PSPC1_HUMAN
ENSP00000435921	20320	Q8WXF1	PSPC1_HUMAN
ENSP00000344626	26695		
ENSP00000371740	19309	Q14678	KANK1_HUMAN
ENSP00000343966	20320	Q8WXF1	PSPC1_HUMAN
ENSP00000393069	20320		
ENSP00000453999	6825		
ENSP00000450013	13918		
ENSP00000371734	19309	Q14678	KANK1_HUMAN
ENSP00000471824			
ENSP00000450039	13918		
ENSP00000452631	6825	P49641	MA2A2_HUMAN
ENSP00000371730	19309	Q14678	KANK1_HUMAN
ENSP00000371726	19309		
ENSP00000371723	19309		
ENSP00000452948	6825	P49641	MA2A2_HUMAN
ENSP00000453956	6825		
ENSP00000452897	6825		
ENSP00000457884	7114		
ENSP00000362705	7749	Q9HC98	NEK6_HUMAN
ENSP00000456779	7114		
ENSP00000453140	6825		
ENSP00000455368	7114		
ENSP00000452866	6825		
ENSP00000362702	7749	Q9HC98	NEK6_HUMAN
ENSP00000452928	6825		
ENSP00000313881	7114	Q13064	MKRN3_HUMAN
ENSP00000371711	2934	Q9Y5R6	DMRT1_HUMAN
ENSP00000319734	7749	Q9HC98	NEK6_HUMAN
ENSP00000454701	2934		
ENSP00000389517	7749		
ENSP00000405215	7749		
ENSP00000362698	7749		
ENSP00000403087	7749		
ENSP00000399847	7749		
ENSP00000452813	6825		
ENSP00000411401	7749		
ENSP00000453253	6825		
ENSP00000403414	7749		
ENSP00000453341	6825		
ENSP00000441469	7749	Q9HC98	NEK6_HUMAN
ENSP00000439651	7749	Q9HC98	NEK6_HUMAN
ENSP00000377749	7749	Q9HC98	NEK6_HUMAN
ENSP00000442636	7749	Q9HC98	NEK6_HUMAN
ENSP00000441426	7749	Q9HC98	NEK6_HUMAN
ENSP00000190165	13909	Q9NQL9	DMRT3_HUMAN
ENSP00000387472	13909		
ENSP00000256413	23925	O43310	CTIF_HUMAN
ENSP00000453659	6825		
ENSP00000353655	6825	P49641	MA2A2_HUMAN
ENSP00000249053	5870	P15814	IGLL1_HUMAN
ENSP00000372459	23925	O43310	CTIF_HUMAN
ENSP00000329312	5870	P15814	IGLL1_HUMAN
ENSP00000388221	6825		
ENSP00000467965	23925		
ENSP00000394372	6825		
ENSP00000403391	5870		
ENSP00000467425	23925		
ENSP00000465405	23925		
ENSP00000467957	23925		
ENSP00000370259	4074	Q06547	GABP1_HUMAN
ENSP00000433433	6814		
ENSP00000445779	13029		
ENSP00000220429	4074	Q06547	GABP1_HUMAN
ENSP00000332643	7675	Q99608	NECD_HUMAN
ENSP00000372364	13029	Q9UJ78	ZMYM5_HUMAN
ENSP00000442500	4074		
ENSP00000255152	16157	Q96MP5	ZSWM3_HUMAN
ENSP00000453806	4074		
ENSP00000372361	13029	Q9UJ78	ZMYM5_HUMAN
ENSP00000406313	16157		
ENSP00000395771	4074	Q06547	GABP1_HUMAN
ENSP00000337034	13029	Q9UJ78	ZMYM5_HUMAN
ENSP00000379728	4074	Q06547	GABP1_HUMAN
ENSP00000333735	1190	Q9NZP6	NPAP1_HUMAN
ENSP00000453463	4074		
ENSP00000453578	4074		
ENSP00000454211	4074		
ENSP00000361601	16155	Q9BR11	ZSWM1_HUMAN
ENSP00000351923	4074	Q06547	GABP1_HUMAN
ENSP00000361598	16155	Q9BR11	ZSWM1_HUMAN
ENSP00000371690	2935	Q9Y5R5	DMRT2_HUMAN
ENSP00000455650	23231	Q96SA4	SERC2_HUMAN
ENSP00000361597	16158	Q9BR10	SPT25_HUMAN
ENSP00000461372	5321	Q12891	HYAL2_HUMAN
ENSP00000397494	2935	Q9Y5R5	DMRT2_HUMAN
ENSP00000455505	23231	Q96SA4	SERC2_HUMAN
ENSP00000460851	5321	Q12891	HYAL2_HUMAN
ENSP00000453375	17433		
ENSP00000350865	2935	Q9Y5R5	DMRT2_HUMAN
ENSP00000259457	9544	Q99436	PSB7_HUMAN
ENSP00000460938	5321	Q12891	HYAL2_HUMAN
ENSP00000259622	2935	Q9Y5R5	DMRT2_HUMAN
ENSP00000458862	5321	Q12891	HYAL2_HUMAN
ENSP00000371686	2935	Q9Y5R5	DMRT2_HUMAN
ENSP00000393157	9544		
ENSP00000305785	2935	Q9Y5R5	DMRT2_HUMAN
ENSP00000442383	16156		
ENSP00000460460	5321		
ENSP00000459986	5321		
ENSP00000361596	16156	Q9BR09	NEUL2_HUMAN
ENSP00000458863	5321		
ENSP00000335632	17433	Q99653	CHP1_HUMAN
ENSP00000440247	9544		
ENSP00000460347	5321		
ENSP00000458926	5321		
ENSP00000452772	17433		
ENSP00000440490	17433		
ENSP00000454007	17433		
ENSP00000453392	17433		
ENSP00000458989	25052	Q96GV9	CE030_HUMAN
ENSP00000461572	25052	Q96GV9	CE030_HUMAN
ENSP00000458255	25052	Q96GV9	CE030_HUMAN
ENSP00000354977	13082	O94822	LTN1_HUMAN
ENSP00000373846	13082	O94822	LTN1_HUMAN
ENSP00000383683			
ENSP00000373847	13082		
ENSP00000474690	13082		
ENSP00000220514	20300	O43482	MS18B_HUMAN
ENSP00000452851	20300		
ENSP00000335156	18651	Q7Z7M1	GP144_HUMAN
ENSP00000415579	16234	Q8NI51	CTCFL_HUMAN
ENSP00000316137	28031	Q6PGQ1	CV043_HUMAN
ENSP00000476783	16234		
ENSP00000476398	16234		
ENSP00000415329	16234	Q8NI51	CTCFL_HUMAN
ENSP00000243914	16234	Q8NI51	CTCFL_HUMAN
ENSP00000360239	16234	Q8NI51	CTCFL_HUMAN
ENSP00000461225	24489	Q8ND56	LS14A_HUMAN
ENSP00000477488	16234		
ENSP00000461436	24489		
ENSP00000459843	24489	Q8ND56	LS14A_HUMAN
ENSP00000362690	7983	Q13285	STF1_HUMAN
ENSP00000460896	24489		
ENSP00000362689	7983		
ENSP00000403369	16234		
ENSP00000393245	7983		
ENSP00000460420	24489		
ENSP00000418693	1302	P57060	RWD2B_HUMAN
ENSP00000413713	16234	Q8NI51	CTCFL_HUMAN
ENSP00000351040	16170	Q9NTX9	F217B_HUMAN
ENSP00000262158	6773	O15105	SMAD7_HUMAN
ENSP00000354056	16170	Q9NTX9	F217B_HUMAN
ENSP00000437999	16234	Q8NI51	CTCFL_HUMAN
ENSP00000414543	16170		
ENSP00000466902	6773	O15105	SMAD7_HUMAN
ENSP00000392034	16234	Q8NI51	CTCFL_HUMAN
ENSP00000467621	6773	O15105	SMAD7_HUMAN
ENSP00000409344	16234	Q8NI51	CTCFL_HUMAN
ENSP00000439998	16234	Q8NI51	CTCFL_HUMAN
ENSP00000465590	6773		
ENSP00000476718	16234		
ENSP00000459657	17034	O75896	TUSC2_HUMAN
ENSP00000360035	9294	O95685	PPR3D_HUMAN
ENSP00000399061	16234	Q8NI51	CTCFL_HUMAN
ENSP00000459209	17034		
ENSP00000476458	16234		
ENSP00000461150	17034		
ENSP00000477412	16234		
ENSP00000460715	17034		
ENSP00000477165	16234		
ENSP00000476577	16234		
ENSP00000400369	1103		
ENSP00000405661	1103		
ENSP00000390267	1103		
ENSP00000431499	1103		
ENSP00000414641	1103		
ENSP00000402220	1103		
ENSP00000382972	11164	P63162	RSMN_HUMAN
ENSP00000454232	7614	P54296	MYOM2_HUMAN
ENSP00000457433	7614		
ENSP00000382969	11164	P63162	RSMN_HUMAN
ENSP00000375105	11164	P63162	RSMN_HUMAN
ENSP00000462211	11164		
ENSP00000306223	11164	P63162	RSMN_HUMAN
ENSP00000420267	7985	Q15406	NR6A1_HUMAN
ENSP00000452342	11164		
ENSP00000463510	11164		
ENSP00000362686	7985	Q15406	NR6A1_HUMAN
ENSP00000463458	11164	P63162	RSMN_HUMAN
ENSP00000382970	11164	P63162	RSMN_HUMAN
ENSP00000413701	7985	Q15406	NR6A1_HUMAN
ENSP00000408767	11164		
ENSP00000341135	7985	Q15406	NR6A1_HUMAN
ENSP00000420587	7985		
ENSP00000396252	31911		
ENSP00000369756	9664	P18433	PTPRA_HUMAN
ENSP00000383951	31911		
ENSP00000414089	9664		
ENSP00000290691	31911	Q8IZJ4	RGDSR_HUMAN
ENSP00000216877	9664	P18433	PTPRA_HUMAN
ENSP00000339390	15902	Q8IXH8	CAD26_HUMAN
ENSP00000390775	9664		
ENSP00000394132	9664		
ENSP00000360030	15902		
ENSP00000402142	31911		
ENSP00000314568	9664	P18433	PTPRA_HUMAN
ENSP00000393115	31911		
ENSP00000244049	15902	Q8IXH8	CAD26_HUMAN
ENSP00000393553	9664		
ENSP00000310845	15902	Q8IXH8	CAD26_HUMAN
ENSP00000476235	9251		
ENSP00000407939	15902		
ENSP00000382787	9664	P18433	PTPRA_HUMAN
ENSP00000336425	27270		
ENSP00000244047	15902	Q8IXH8	CAD26_HUMAN
ENSP00000348468	9664	P18433	PTPRA_HUMAN
ENSP00000351559	9664		
ENSP00000362682	27270	Q68BL7	OLM2A_HUMAN
ENSP00000288815	27270	Q68BL7	OLM2A_HUMAN
ENSP00000467132	27097		
ENSP00000465795	27097		
ENSP00000466683	27097	A6NFN3	RFOX3_HUMAN
ENSP00000467910	27097		
ENSP00000353794	27537	Q6P050	FXL22_HUMAN
ENSP00000453697	27537		
ENSP00000473666	27537		
ENSP00000442112	27537	Q6P050	FXL22_HUMAN
ENSP00000269214	24645	Q5FWF5	ESCO1_HUMAN
ENSP00000362677	23745	Q5JTN6	WDR38_HUMAN
ENSP00000372763	24645	Q5FWF5	ESCO1_HUMAN
ENSP00000458698	23764	Q6UWV6	ENPP7_HUMAN
ENSP00000372334	12989	Q9UBW7	ZMYM2_HUMAN
ENSP00000461643	23764		
ENSP00000362671	10344		
ENSP00000458147	9882	Q9NS23	RASF1_HUMAN
ENSP00000437215	10344		
ENSP00000460844	9882	Q9NS23	RASF1_HUMAN
ENSP00000458429	9882	Q9NS23	RASF1_HUMAN
ENSP00000461709	9882	Q9NS23	RASF1_HUMAN
ENSP00000460113	9882	Q9NS23	RASF1_HUMAN
ENSP00000259469	10344	P42766	RL35_HUMAN
ENSP00000460729	9882	Q9NS23	RASF1_HUMAN
ENSP00000460115	1552	Q14781	CBX2_HUMAN
ENSP00000392081	11098		
ENSP00000361562	9251		
ENSP00000260359	18538	Q9BXS6	NUSAP_HUMAN
ENSP00000395737	4936	P06340	DOA_HUMAN
ENSP00000415218	11098		
ENSP00000458957	1552	Q14781	CBX2_HUMAN
ENSP00000475827	9251		
ENSP00000452725	18538		
ENSP00000409398	11098		
ENSP00000346952	9251		
ENSP00000402347	4936		
ENSP00000345361	23366	Q9BPX5	ARP5L_HUMAN
ENSP00000449183	4936		
ENSP00000316457	26601	Q8N268	CT197_HUMAN
ENSP00000259477	23366	Q9BPX5	ARP5L_HUMAN
ENSP00000401014	18538	Q9BXS6	NUSAP_HUMAN
ENSP00000191018	9251	P10619	PPGB_HUMAN
ENSP00000459583	15962	Q9HC52	CBX8_HUMAN
ENSP00000453403	18538	Q9BXS6	NUSAP_HUMAN
ENSP00000459343	15962		
ENSP00000459258	15962		
ENSP00000400746	18538	Q9BXS6	NUSAP_HUMAN
ENSP00000475524	9251		
ENSP00000454097	18538	Q9BXS6	NUSAP_HUMAN
ENSP00000361537	9251	P10619	PPGB_HUMAN
ENSP00000382857	12614	Q9Y5T5	UBP16_HUMAN
ENSP00000453657	18538	Q9BXS6	NUSAP_HUMAN
ENSP00000408533	9251		
ENSP00000453428	18538		
ENSP00000339314	13140	Q9UC06	ZNF70_HUMAN
ENSP00000453558	18538		
ENSP00000382858	12614	Q9Y5T5	UBP16_HUMAN
ENSP00000334808	12614	Q9Y5T5	UBP16_HUMAN
ENSP00000381483	12710		
ENSP00000401351	18538		
ENSP00000300413	11158	P62314	SMD1_HUMAN
ENSP00000463676	11158		
ENSP00000248948	12710	Q9UKI3	VPRE3_HUMAN
ENSP00000463568	11158		
ENSP00000382855	12614		
ENSP00000456684	32458	A6NP11	ZN716_HUMAN
ENSP00000453206	12631		
ENSP00000442855	12614		
ENSP00000371638	11098	P51531	SMCA2_HUMAN
ENSP00000371629	11098	P51531	SMCA2_HUMAN
ENSP00000308318	14942	Q86XI6	PPR3B_HUMAN
ENSP00000428642	14942	Q86XI6	PPR3B_HUMAN
ENSP00000401096	11098		
ENSP00000384965	15558	Q8WYQ4	CV015_HUMAN
ENSP00000372327	12989	Q9UBW7	ZMYM2_HUMAN
ENSP00000461559			
ENSP00000305096	15558		
ENSP00000305411	11098		
ENSP00000372271	15558	Q8WYQ4	CV015_HUMAN
ENSP00000372324	12989	Q9UBW7	ZMYM2_HUMAN
ENSP00000413057	11098		
ENSP00000429849			
ENSP00000371621	11098		
ENSP00000429510			
ENSP00000353656	1763	P55283	CADH4_HUMAN
ENSP00000387486	11098		
ENSP00000429186			
ENSP00000443301	1763	P55283	CADH4_HUMAN
ENSP00000371620	11098		
ENSP00000371618	11098		
ENSP00000412242	11098		
ENSP00000265773	11098	P51531	SMCA2_HUMAN
ENSP00000362656	4424	Q92805	GOGA1_HUMAN
ENSP00000349788	11098	P51531	SMCA2_HUMAN
ENSP00000289119	18718	Q8WU67	ABHD3_HUMAN
ENSP00000324770	11098		
ENSP00000462935	18718		
ENSP00000473648	4424		
ENSP00000461534	11708		
ENSP00000430042	15559		
ENSP00000462578	18718		
ENSP00000461272	11708		
ENSP00000372322	12989	Q9UBW7	ZMYM2_HUMAN
ENSP00000435006	4424		
ENSP00000463996	18718		
ENSP00000384973	15559		
ENSP00000460086	11708	P48775	T23O_HUMAN
ENSP00000396966	4424		
ENSP00000463365	18718		
ENSP00000418428	15559	Q8WYQ3	CHC10_HUMAN
ENSP00000363941	4938	P20036	DPA1_HUMAN
ENSP00000302239	12631	P40818	UBP8_HUMAN
ENSP00000372336	12989		
ENSP00000463848	18718		
ENSP00000429976	15559		
ENSP00000393305	4938		
ENSP00000379721	12631	P40818	UBP8_HUMAN
ENSP00000413558	4938		
ENSP00000400133	4938		
ENSP00000241125	4277	Q9Y6H8	CXA3_HUMAN
ENSP00000412682	12631		
ENSP00000460395	2542	P43234	CATO_HUMAN
ENSP00000408416	4938		
ENSP00000454003	12631		
ENSP00000447713	4938	P20036	DPA1_HUMAN
ENSP00000452950	12631		
ENSP00000453427	12631		
ENSP00000372299	4284	P29033	CXB2_HUMAN
ENSP00000372295	4284	P29033	CXB2_HUMAN
ENSP00000457345	12631		
ENSP00000390158	4867	Q15751	HERC1_HUMAN
ENSP00000454059	12631		
ENSP00000421392	8992		
ENSP00000319814	8724	P35558	PCKGC_HUMAN
ENSP00000453320	12631		
ENSP00000453460	12631		
ENSP00000453196	4867		
ENSP00000218432	8992		
ENSP00000453603	4867		
ENSP00000445767	8724		
ENSP00000395942	21317	Q7RTS9	DYM_HUMAN
ENSP00000452671	4867		
ENSP00000405537	12631	P40818	UBP8_HUMAN
ENSP00000444342	8724		
ENSP00000452654	4867		
ENSP00000464163	21317		
ENSP00000315214			
ENSP00000453937	4867		
ENSP00000362773	8992	Q9Y237	PIN4_HUMAN
ENSP00000421676	8992		
ENSP00000394066	8992		
ENSP00000215743	7157	P24347	MMP11_HUMAN
ENSP00000453086	4867		
ENSP00000402330	8992		
ENSP00000459710	8779	Q13370	PDE3B_HUMAN
ENSP00000452969	4867		
ENSP00000459050	8779		
ENSP00000409154	8992	Q9Y237	PIN4_HUMAN
ENSP00000453010	4867		
ENSP00000409860	7157		
ENSP00000269445	21317	Q7RTS9	DYM_HUMAN
ENSP00000408070	7157		
ENSP00000462657	21317		
ENSP00000412107	7157		
ENSP00000241124	4288	O95452	CXB6_HUMAN
ENSP00000461989	21317		
ENSP00000382939	4288	O95452	CXB6_HUMAN
ENSP00000382938	4288	O95452	CXB6_HUMAN
ENSP00000415292	21317		
ENSP00000348521	4288	O95452	CXB6_HUMAN
ENSP00000469183			
ENSP00000464653	21317		
ENSP00000464183	21317		
ENSP00000462466	21317		
ENSP00000407748	1623		
ENSP00000463892	21317		
ENSP00000463201		Q9Y675	SNURF_HUMAN
ENSP00000462954	21317		
ENSP00000464089	21317		
ENSP00000476270	11537		
ENSP00000362761	20794		
ENSP00000334675	20794	Q2NKX8	ERC6L_HUMAN
ENSP00000463396		Q9Y675	SNURF_HUMAN
ENSP00000342152		Q9Y675	SNURF_HUMAN
ENSP00000462154	29279		
ENSP00000252996	11537	O00268	TAF4_HUMAN
ENSP00000336756	26709	Q8N9R8	SCAI_HUMAN
ENSP00000428299	11941		
ENSP00000377816	30594	Q9H3U1	UN45A_HUMAN
ENSP00000419576	26709		
ENSP00000453639	2675		
ENSP00000260361	18828	Q9Y375	CIA30_HUMAN
ENSP00000362650	26709	Q8N9R8	SCAI_HUMAN
ENSP00000453027	18828		
ENSP00000476294	11537		
ENSP00000453944	18828		
ENSP00000418148	26709		
ENSP00000454083	18828		
ENSP00000419358	26709		
ENSP00000336543		Q9Y675	SNURF_HUMAN
ENSP00000408277	2675	Q9UIK4	DAPK2_HUMAN
ENSP00000453101	2675		
ENSP00000453235	2675	Q9UIK4	DAPK2_HUMAN
ENSP00000298248	18246	Q9Y2S2	CRYL1_HUMAN
ENSP00000407487	30594	Q9H3U1	UN45A_HUMAN
ENSP00000388489	11103		
ENSP00000372262	18246	Q9Y2S2	CRYL1_HUMAN
ENSP00000464411	31690	Q8TCD1	CR032_HUMAN
ENSP00000453284	2675		
ENSP00000452970	2675		
ENSP00000323199	31690	Q8TCD1	CR032_HUMAN
ENSP00000261891	2675	Q9UIK4	DAPK2_HUMAN
ENSP00000462538	31690	Q8TCD1	CR032_HUMAN
ENSP00000465881	20580		
ENSP00000396095	4940	P04440	DPB1_HUMAN
ENSP00000340883	11103		
ENSP00000400149	4940		
ENSP00000468307	20580		
ENSP00000458944	20580		
ENSP00000467640	20580		
ENSP00000263121	11103	Q12824	SNF5_HUMAN
ENSP00000383984	11103	Q12824	SNF5_HUMAN
ENSP00000461296	20580		
ENSP00000385226	11103		
ENSP00000393651	4940		
ENSP00000311579	11941	O95271	TNKS1_HUMAN
ENSP00000362744	10424	P62701	RS4X_HUMAN
ENSP00000461178	20580	Q6VVX0	CP2R1_HUMAN
ENSP00000409943	4940		
ENSP00000430920	11941		
ENSP00000362729	10424		
ENSP00000429890	11941		
ENSP00000245983	4420	O43555	GON2_HUMAN
ENSP00000352003	4420	O43555	GON2_HUMAN
ENSP00000369705	4420	O43555	GON2_HUMAN
ENSP00000286788	1623	P50990	TCPQ_HUMAN
ENSP00000446892	4940		
ENSP00000369704	4420	O43555	GON2_HUMAN
ENSP00000416832	1623		
ENSP00000353077	4420	O43555	GON2_HUMAN
ENSP00000431098	11941	O95271	TNKS1_HUMAN
ENSP00000428185	11941		
ENSP00000362648	9323	O00743	PPP6_HUMAN
ENSP00000416287	9323		
ENSP00000371532	12698	P98155	VLDLR_HUMAN
ENSP00000444984	1623		
ENSP00000371528	12698		
ENSP00000392147	9323	O00743	PPP6_HUMAN
ENSP00000442730	1623		
ENSP00000411744	9323	O00743	PPP6_HUMAN
ENSP00000371531	12698	P98155	VLDLR_HUMAN
ENSP00000374280	28996	Q92541	RTF1_HUMAN
ENSP00000362647	9323		
ENSP00000360215	16176	Q9H171	ZBP1_HUMAN
ENSP00000379167	16176	Q9H171	ZBP1_HUMAN
ENSP00000452973	28996		
ENSP00000300030	26235	Q9H5X1	FA96A_HUMAN
ENSP00000404620	16176		
ENSP00000369644	26235	Q9H5X1	FA96A_HUMAN
ENSP00000440552	16176	Q9H171	ZBP1_HUMAN
ENSP00000371514	19698	Q8TDN2	KCNV2_HUMAN
ENSP00000453210	26235		
ENSP00000454079	26235	Q9H5X1	FA96A_HUMAN
ENSP00000452953	26235		
ENSP00000384744	14236	Q96Q80	DERL3_HUMAN
ENSP00000344954	16176	Q9H171	ZBP1_HUMAN
ENSP00000340584	16176	Q9H171	ZBP1_HUMAN
ENSP00000463379	44661		
ENSP00000384473	14236		
ENSP00000369682	14045	Q9BYN8	RT26_HUMAN
ENSP00000352143	44661		
ENSP00000261537	21086	Q86YT6	MIB1_HUMAN
ENSP00000463338	44661		
ENSP00000315303	14236	Q96Q80	DERL3_HUMAN
ENSP00000217386	8528	P01178	NEU1_HUMAN
ENSP00000419399	14236	Q96Q80	DERL3_HUMAN
ENSP00000434676	20079		
ENSP00000359953	15887	Q9BX40	LS14B_HUMAN
ENSP00000453946	20079		
ENSP00000369647	894	P01185	NEU2_HUMAN
ENSP00000362645	16896		
ENSP00000434014	20079		
ENSP00000474467	29676		
ENSP00000383172	15887		
ENSP00000362639	16896	Q7Z6M1	RABEK_HUMAN
ENSP00000470446	144	P63261	ACTG_HUMAN
ENSP00000469093	144	P63261	ACTG_HUMAN
ENSP00000402234	16896		
ENSP00000434916	25026	Q8NEB5	PPC1B_HUMAN
ENSP00000470102	144	P63261	ACTG_HUMAN
